NextprotID,Anchor,GeneName,Chr,ProteinEvidence,PE,Missing
NX_Q8N131,,TMEM123,11,protein level,PE1,0
NX_P09237,,MMP7,11,protein level,PE1,0
NX_O60882,,MMP20,11,protein level,PE1,0
NX_Q9H306,,MMP27,11,transcript level,PE2,1
NX_P22894,,MMP8,11,protein level,PE1,0
NX_P09238,,MMP10,11,protein level,PE1,0
NX_P03956,,MMP1,11,protein level,PE1,0
NX_P08254,,MMP3,11,protein level,PE1,0
NX_P39900,,MMP12,11,protein level,PE1,0
NX_P45452,,MMP13,11,protein level,PE1,0
NX_Q9BTE7,,DCUN1D5,11,protein level,PE1,0
NX_Q8NCM8,,DYNC2H1,11,protein level,PE1,0
NX_Q9GZP0,,PDGFD,11,protein level,PE1,0
NX_Q8WTU0,,DDI1,11,protein level,PE1,0
NX_Q6UXS9,,CASP12,11,transcript level,PE2,1
NX_P49662,,CASP4,11,protein level,PE1,0
NX_P51878,,CASP5,11,protein level,PE1,0
NX_P29466,,CASP1,11,protein level,PE1,0
NX_Q5EG05,,CARD16,11,protein level,PE1,0
NX_Q5XLA6,,CARD17,11,protein level,PE1,0
NX_P57730,,CARD18,11,protein level,PE1,0
NX_P48058,,GRIA4,11,protein level,PE1,0
NX_Q8NCY6,,MSANTD4,11,protein level,PE1,0
NX_Q8NAB2,,KBTBD3,11,protein level,PE1,0
NX_Q9NRN7,,AASDHPPT,11,protein level,PE1,0
NX_P33402,,GUCY1A2,11,protein level,PE1,0
NX_Q2TBE0,,CWF19L2,11,protein level,PE1,0
NX_Q96BT7,,ALKBH8,11,protein level,PE1,0
NX_Q8N336,,ELMOD1,11,protein level,PE1,0
NX_O00631,,SLN,11,protein level,PE1,0
NX_Q8IXU6,,SLC35F2,11,protein level,PE1,0
NX_Q14964,,RAB39A,11,protein level,PE1,0
NX_Q93034,,CUL5,11,protein level,PE1,0
NX_P24752,,ACAT1,11,protein level,PE1,0
NX_Q14207,,NPAT,11,protein level,PE1,0
NX_Q13315,,ATM,11,protein level,PE1,0
NX_Q8NCR3,,C11orf65,11,transcript level,PE2,1
NX_Q7Z4H8,,KDELC2,11,protein level,PE1,0
NX_Q8NEV8,,EXPH5,11,protein level,PE1,0
NX_Q13206,,DDX10,11,protein level,PE1,0
NX_Q6NUJ2,,C11orf87,11,transcript level,PE2,1
NX_Q9C0D7,,ZC3H12C,11,protein level,PE1,0
NX_P35241,,RDX,11,protein level,PE1,0
NX_P10109,,FDX1,11,protein level,PE1,0
NX_Q9P2F6,,ARHGAP20,11,protein level,PE1,0
NX_Q8IXP5,,C11orf53,11,transcript level,PE2,1
NX_Q6ZS62,,C11orf92,11,transcript level,PE2,1
NX_A8K830,,C11orf93,11,transcript level,PE2,1
NX_Q16633,,POU2AF1,11,protein level,PE1,0
NX_Q9NY30,,BTG4,11,transcript level,PE2,1
NX_Q6PI97,,C11orf88,11,transcript level,PE2,1
NX_Q6UX15,,LAYN,11,protein level,PE1,0
NX_Q9H0K1,,SIK2,11,protein level,PE1,0
NX_P30154,,PPP2R1B,11,protein level,PE1,0
NX_Q9H6U8,,ALG9,11,protein level,PE1,0
NX_Q9BRP7,,FDXACB1,11,transcript level,PE2,1
NX_Q9H5F2,,C11orf1,11,transcript level,PE2,1
NX_A6NKH3,,RPL37L,11,uncertain,PE5,0
NX_P02511,,CRYAB,11,protein level,PE1,0
NX_Q16082,,HSPB2,11,protein level,PE1,0
NX_Q96A22,,C11orf52,11,protein level,PE1,0
NX_Q155Q3,,DIXDC1,11,protein level,PE1,0
NX_P10515,,DLAT,11,protein level,PE1,0
NX_Q8WWB5,,PIH1D2,11,transcript level,PE2,1
NX_Q6ZUT1,,C11orf57,11,protein level,PE1,0
NX_Q9Y5J9,,TIMM8B,11,protein level,PE1,0
NX_O14521,,SDHD,11,protein level,PE1,0
NX_Q14116,,IL18,11,protein level,PE1,0
NX_Q9BXU0,,TEX12,11,transcript level,PE2,1
NX_Q9BYV7,,BCO2,11,protein level,PE1,0
NX_Q03393,,PTS,11,protein level,PE1,0
NX_Q6UQ28,,PLET1,11,transcript level,PE2,1
NX_P13591,,NCAM1,11,protein level,PE1,0
NX_Q9H892,,TTC12,11,protein level,PE1,0
NX_Q8NFD2,,ANKK1,11,transcript level,PE2,1
NX_P14416,,DRD2,11,protein level,PE1,0
NX_Q9H3S3,,TMPRSS5,11,protein level,PE1,0
NX_O43264,,ZW10,11,protein level,PE1,0
NX_C9JDP6,,CLDN25,11,uncertain,PE5,0
NX_Q96RU2,,USP28,11,protein level,PE1,0
NX_O95264,,HTR3B,11,protein level,PE1,0
NX_P46098,,HTR3A,11,protein level,PE1,0
NX_Q05516,,ZBTB16,11,protein level,PE1,0
NX_P40261,,NNMT,11,protein level,PE1,0
NX_Q6IPW1,,C11orf71,11,transcript level,PE2,1
NX_Q9Y580,,RBM7,11,protein level,PE1,0
NX_Q9Y3B8,,REXO2,11,protein level,PE1,0
NX_Q8N323,,NXPE1,11,transcript level,PE2,1
NX_Q6UWF7,,NXPE4,11,transcript level,PE2,1
NX_Q96DL1,,NXPE2,11,transcript level,PE2,1
NX_Q9BY67,,CADM1,11,protein level,PE1,0
NX_Q9BRD0,,BUD13,11,protein level,PE1,0
NX_O75312,,ZNF259,11,protein level,PE1,0
NX_Q6Q788,,APOA5,11,protein level,PE1,0
NX_P06727,,APOA4,11,protein level,PE1,0
NX_P02656,,APOC3,11,protein level,PE1,0
NX_P02647,,APOA1,11,protein level,PE1,0
NX_Q9Y2K2,,SIK3,11,protein level,PE1,0
NX_P68402,,PAFAH1B2,11,protein level,PE1,0
NX_Q8NBJ9,,SIDT2,11,protein level,PE1,0
NX_Q01995,,TAGLN,11,protein level,PE1,0
NX_Q16549,,PCSK7,11,protein level,PE1,0
NX_Q8ND24,,RNF214,11,protein level,PE1,0
NX_P56817,,BACE1,11,protein level,PE1,0
NX_Q9UPV0,,CEP164,11,protein level,PE1,0
NX_Q8TD84,,DSCAML1,11,protein level,PE1,0
NX_P54710,,FXYD2,11,protein level,PE1,0
NX_Q9H0Q3,,FXYD6,11,protein level,PE1,0
NX_Q9BYE2,,TMPRSS13,11,transcript level,PE2,1
NX_Q13651,,IL10RA,11,protein level,PE1,0
NX_Q9NRS4,,TMPRSS4,11,protein level,PE1,0
NX_Q8IWT1,,SCN4B,11,protein level,PE1,0
NX_O60939,,SCN2B,11,protein level,PE1,0
NX_Q86YT9,,AMICA1,11,protein level,PE1,0
NX_Q6UWV2,,MPZL3,11,protein level,PE1,0
NX_O60487,,MPZL2,11,protein level,PE1,0
NX_P07766,,CD3E,11,protein level,PE1,0
NX_P04234,,CD3D,11,protein level,PE1,0
NX_P09693,,CD3G,11,protein level,PE1,0
NX_Q14139,,UBE4A,11,protein level,PE1,0
NX_O75964,,ATP5L,11,protein level,PE1,0
NX_Q9BRP9,,-,11,uncertain,PE5,0
NX_Q03164,,KMT2A,11,protein level,PE1,0
NX_A6NLP5,,TTC36,11,protein level,PE1,0
NX_Q86YD3,,TMEM25,11,protein level,PE1,0
NX_Q9NQC8,,IFT46,11,protein level,PE1,0
NX_P48444,,ARCN1,11,protein level,PE1,0
NX_Q86UU1,,PHLDB1,11,protein level,PE1,0
NX_O43280,,TREH,11,protein level,PE1,0
NX_P26196,,DDX6,11,protein level,PE1,0
NX_P32302,,CXCR5,11,protein level,PE1,0
NX_Q86UU0,,BCL9L,11,protein level,PE1,0
NX_O00526,,UPK2,11,protein level,PE1,0
NX_Q6PIV2,,FOXR1,11,transcript level,PE2,1
NX_Q86UT8,,CCDC84,11,protein level,PE1,0
NX_P62851,,RPS25,11,protein level,PE1,0
NX_Q9Y296,,TRAPPC4,11,protein level,PE1,0
NX_O43826,,SLC37A4,11,protein level,PE1,0
NX_Q9Y4L1,,HYOU1,11,protein level,PE1,0
NX_Q9H270,,VPS11,11,protein level,PE1,0
NX_P08397,,HMBS,11,protein level,PE1,0
NX_P16104,,H2AFX,11,protein level,PE1,0
NX_Q9H3H5,,DPAGT1,11,protein level,PE1,0
NX_O14523,,C2CD2L,11,protein level,PE1,0
NX_Q9BQA5,,HINFP,11,protein level,PE1,0
NX_Q9H172,,ABCG4,11,transcript level,PE2,1
NX_Q86UT6,,NLRX1,11,protein level,PE1,0
NX_Q86UT5,,PDZD3,11,protein level,PE1,0
NX_Q494R4,,CCDC153,11,transcript level,PE2,1
NX_P22681,,CBL,11,protein level,PE1,0
NX_P43121,,MCAM,11,protein level,PE1,0
NX_Q9BY78,,RNF26,11,protein level,PE1,0
NX_Q9BXJ0,,C1QTNF5,11,protein level,PE1,0
NX_Q9BY79,,MFRP,11,protein level,PE1,0
NX_O75604,,USP2,11,protein level,PE1,0
NX_P04216,,THY1,11,protein level,PE1,0
NX_Q15223,,PVRL1,11,protein level,PE1,0
NX_Q14134,,TRIM29,11,protein level,PE1,0
NX_Q86UD1,,OAF,11,protein level,PE1,0
NX_Q9UKI9,,POU2F3,11,transcript level,PE2,1
NX_Q6ZRR5,,TMEM136,11,transcript level,PE2,1
NX_Q9NZN5,,ARHGEF12,11,protein level,PE1,0
NX_Q16099,,GRIK4,11,transcript level,PE2,1
NX_Q5QJ74,,TBCEL,11,protein level,PE1,0
NX_O75443,,TECTA,11,protein level,PE1,0
NX_O75845,,SC5D,11,protein level,PE1,0
NX_Q92673,,SORL1,11,protein level,PE1,0
NX_Q8IZY5,,BLID,11,protein level,PE1,0
NX_Q8TF42,,UBASH3B,11,protein level,PE1,0
NX_O95727,,CRTAM,11,protein level,PE1,0
NX_Q6NUN7,,C11orf63,11,transcript level,PE2,1
NX_Q3C1V8,,BSX,11,transcript level,PE2,1
NX_P11142,,HSPA8,11,protein level,PE1,0
NX_Q9H6B4,,CLMP,11,protein level,PE1,0
NX_Q3KR37,,GRAMD1B,11,protein level,PE1,0
NX_Q9NY72,,SCN3B,11,protein level,PE1,0
NX_O95125,,ZNF202,11,protein level,PE1,0
NX_Q8NH79,,OR6X1,11,transcript level,PE2,1
NX_Q8NGM8,,OR6M1,11,protein level,PE1,0
NX_Q6GV28,,TMEM225,11,transcript level,PE2,1
NX_Q8NGM9,,OR8D4,11,transcript level,PE2,1
NX_Q8NGN0,,OR4D5,11,transcript level,PE2,1
NX_Q8NGN1,,OR6T1,11,transcript level,PE2,1
NX_Q8NGN2,,OR10S1,11,transcript level,PE2,1
NX_Q8NH81,,OR10G6,11,homology,PE3,1
NX_Q8NGN3,,OR10G4,11,transcript level,PE2,1
NX_Q8NGN4,,OR10G9,11,transcript level,PE2,1
NX_Q8NGN5,,OR10G8,11,transcript level,PE2,1
NX_Q8NGN6,,OR10G7,11,transcript level,PE2,1
NX_Q8NGN7,,OR10D4P,11,uncertain,PE5,0
NX_O00534,,VWA5A,11,protein level,PE1,0
NX_Q8NH80,,OR10D3,11,uncertain,PE5,0
NX_Q15617,,OR8G1,11,transcript level,PE2,1
NX_Q8NG78,,OR8G5,11,homology,PE3,1
NX_Q8WZ84,,OR8D1,11,transcript level,PE2,1
NX_Q9GZM6,,OR8D2,11,transcript level,PE2,1
NX_Q96RD0,,OR8B2,11,protein level,PE1,0
NX_Q8NGG8,,OR8B3,11,transcript level,PE2,1
NX_Q96RC9,,OR8B4,11,transcript level,PE2,1
NX_Q15620,,OR8B8,11,transcript level,PE2,1
NX_Q8NGG6,,OR8B12,11,transcript level,PE2,1
NX_Q8NGG7,,OR8A1,11,transcript level,PE2,1
NX_Q96QZ0,,PANX3,11,transcript level,PE2,1
NX_Q3YBR2,,TBRG1,11,protein level,PE1,0
NX_Q9HAT2,,SIAE,11,protein level,PE1,0
NX_Q15506,,SPA17,11,protein level,PE1,0
NX_Q92686,,NRGN,11,protein level,PE1,0
NX_Q96IQ7,,VSIG2,11,protein level,PE1,0
NX_Q96AP7,,ESAM,11,protein level,PE1,0
NX_Q6P1R3,,MSANTD2,11,protein level,PE1,0
NX_Q96MS0,,ROBO3,11,protein level,PE1,0
NX_Q8WZ75,,ROBO4,11,protein level,PE1,0
NX_Q14CZ8,,HEPACAM,11,protein level,PE1,0
NX_Q6WQI6,,HEPN1,11,uncertain,PE5,0
NX_Q0P6D6,,CCDC15,11,protein level,PE1,0
NX_Q8TED4,,SLC37A2,11,protein level,PE1,0
NX_A2RU14,,TMEM218,11,transcript level,PE2,1
NX_Q96KN3,,PKNOX2,11,protein level,PE1,0
NX_Q99689,,FEZ1,11,protein level,PE1,0
NX_Q8IYB0,,-,11,uncertain,PE5,0
NX_O14681,,EI24,11,protein level,PE1,0
NX_P46977,,STT3A,11,protein level,PE1,0
NX_O14757,,CHEK1,11,protein level,PE1,0
NX_P26436,,ACRV1,11,protein level,PE1,0
NX_Q8WXA2,,PATE1,11,protein level,PE1,0
NX_Q6UY27,,PATE2,11,protein level,PE1,0
NX_B3GLJ2,,PATE3,11,transcript level,PE2,1
NX_P0C8F1,,PATE4,11,protein level,PE1,0
NX_Q96M11,,HYLS1,11,protein level,PE1,0
NX_Q9BZE2,,PUS3,11,protein level,PE1,0
NX_Q9UHL0,,DDX25,11,protein level,PE1,0
NX_Q4KMG0,,CDON,11,protein level,PE1,0
NX_Q96CM3,,RPUSD4,11,protein level,PE1,0
NX_Q9BPY3,,FAM118B,11,protein level,PE1,0
NX_P08240,,SRPR,11,protein level,PE1,0
NX_Q96CU9,,FOXRED1,11,protein level,PE1,0
NX_P58753,,TIRAP,11,protein level,PE1,0
NX_Q96C86,,DCPS,11,protein level,PE1,0
NX_Q11206,,ST3GAL4,11,protein level,PE1,0
NX_Q8IZU9,,KIRREL3,11,protein level,PE1,0
NX_Q8N7Y1,,KIRREL3-AS3,11,uncertain,PE5,0
NX_P14921,,ETS1,11,protein level,PE1,0
NX_Q01543,,FLI1,11,protein level,PE1,0
NX_P48048,,KCNJ1,11,protein level,PE1,0
NX_P48544,,KCNJ5,11,protein level,PE1,0
NX_Q8TAV5,,C11orf45,11,transcript level,PE2,1
NX_Q9HCN2,,TP53AIP1,11,transcript level,PE2,1
NX_A7KAX9,,ARHGAP32,11,protein level,PE1,0
NX_Q9UMQ3,,BARX2,11,protein level,PE1,0
NX_Q96B21,,TMEM45B,11,protein level,PE1,0
NX_Q6P4R8,,NFRKB,11,protein level,PE1,0
NX_Q9NQV6,,PRDM10,11,protein level,PE1,0
NX_Q96N53,,LINC00167,11,uncertain,PE5,0
NX_Q06481,,APLP2,11,protein level,PE1,0
NX_Q9Y5Y6,,ST14,11,protein level,PE1,0
NX_Q8NCP5,,ZBTB44,11,protein level,PE1,0
NX_Q9UP79,,ADAMTS8,11,transcript level,PE2,1
NX_Q8TE58,,ADAMTS15,11,transcript level,PE2,1
NX_Q8N8P7,,C11orf44,11,transcript level,PE2,1
NX_Q92543,,SNX19,11,protein level,PE1,0
NX_Q9P121,,NTM,11,protein level,PE1,0
NX_Q14982,,OPCML,11,protein level,PE1,0
NX_Q7Z5L4,,SPATA19,11,protein level,PE1,0
NX_Q6AWC8,,-,11,uncertain,PE5,0
NX_Q9UPX0,,IGSF9B,11,protein level,PE1,0
NX_Q9BX67,,JAM3,11,protein level,PE1,0
NX_P42695,,NCAPD3,11,protein level,PE1,0
NX_Q4G0F5,,VPS26B,11,protein level,PE1,0
NX_Q9P016,,THYN1,11,protein level,PE1,0
NX_Q9UKU7,,ACAD8,11,protein level,PE1,0
NX_Q8NCI6,,GLB1L3,11,protein level,PE1,0
NX_Q8IW92,,GLB1L2,11,protein level,PE1,0
NX_Q9P2W7,,B3GAT1,11,protein level,PE1,0
NX_P61570,,-,11,homology,PE3,1
NX_P61579,,-,11,protein level,PE1,0
NX_P63125,,-,11,homology,PE3,1
NX_P63136,,-,11,homology,PE3,1
NX_Q3C1W6,,-,11,transcript level,PE2,1
NX_Q6VEP2,,FAM138D,12,transcript level,PE2,1
NX_Q9UPP2,,IQSEC3,12,transcript level,PE2,1
NX_P48065,,SLC6A12,12,protein level,PE1,0
NX_Q9NSD5,,SLC6A13,12,protein level,PE1,0
NX_P29375,,KDM5A,12,protein level,PE1,0
NX_Q9BR77,,CCDC77,12,protein level,PE1,0
NX_Q6L9W6,,B4GALNT3,12,protein level,PE1,0
NX_Q9NZG7,,NINJ2,12,protein level,PE1,0
NX_Q9H4A3,,WNK1,12,protein level,PE1,0
NX_P43351,,RAD52,12,protein level,PE1,0
NX_Q8IUD2,,ERC1,12,protein level,PE1,0
NX_Q9H1J7,,WNT5B,12,protein level,PE1,0
NX_Q8N1E6,,FBXL14,12,protein level,PE1,0
NX_Q86V24,,ADIPOR2,12,protein level,PE1,0
NX_Q7Z3S7,,CACNA2D4,12,protein level,PE1,0
NX_Q8N967,,LRTM2,12,transcript level,PE2,1
NX_Q8IZD4,,DCP1B,12,protein level,PE1,0
NX_Q13936,,CACNA1C,12,protein level,PE1,0
NX_Q02790,,FKBP4,12,protein level,PE1,0
NX_Q969R8,,ITFG2,12,protein level,PE1,0
NX_Q9BQI9,,NRIP2,12,protein level,PE1,0
NX_A6NCN8,,-,12,predicted,PE4,1
NX_Q08050,,FOXM1,12,protein level,PE1,0
NX_Q9BSD3,,RHNO1,12,protein level,PE1,0
NX_O75386,,TULP3,12,protein level,PE1,0
NX_Q15561,,TEAD4,12,protein level,PE1,0
NX_O75954,,TSPAN9,12,protein level,PE1,0
NX_Q9NR22,,PRMT8,12,protein level,PE1,0
NX_Q6ZUT4,,-,12,uncertain,PE5,0
NX_Q9BSW2,,EFCAB4B,12,protein level,PE1,0
NX_Q9NR21,,PARP11,12,protein level,PE1,0
NX_Q7RTX8,,HIN1L,12,uncertain,PE5,0
NX_P30279,,CCND2,12,protein level,PE1,0
NX_Q9NQ88,,TIGAR,12,protein level,PE1,0
NX_Q9GZV9,,FGF23,12,protein level,PE1,0
NX_P10767,,FGF6,12,protein level,PE1,0
NX_Q9NQ89,,C12orf4,12,protein level,PE1,0
NX_Q96B01,,RAD51AP1,12,protein level,PE1,0
NX_Q9NR20,,DYRK4,12,protein level,PE1,0
NX_Q16795,,NDUFA9,12,protein level,PE1,0
NX_O75969,,AKAP3,12,protein level,PE1,0
NX_Q9NY28,,GALNT8,12,transcript level,PE2,1
NX_P17658,,KCNA6,12,protein level,PE1,0
NX_Q09470,,KCNA1,12,protein level,PE1,0
NX_P22460,,KCNA5,12,protein level,PE1,0
NX_P20783,,NTF3,12,protein level,PE1,0
NX_Q9NQ90,,ANO2,12,protein level,PE1,0
NX_P04275,,VWF,12,protein level,PE1,0
NX_P21926,,CD9,12,protein level,PE1,0
NX_Q3KR16,,PLEKHG6,12,protein level,PE1,0
NX_P19438,,TNFRSF1A,12,protein level,PE1,0
NX_P37088,,SCNN1A,12,protein level,PE1,0
NX_P36941,,LTBR,12,protein level,PE1,0
NX_P26842,,CD27,12,protein level,PE1,0
NX_Q9BX59,,TAPBPL,12,protein level,PE1,0
NX_P23763,,VAMP1,12,protein level,PE1,0
NX_Q4U2R6,,MRPL51,12,protein level,PE1,0
NX_Q15021,,NCAPD2,12,protein level,PE1,0
NX_P04406,,GAPDH,12,protein level,PE1,0
NX_Q0D2I5,,IFFO1,12,protein level,PE1,0
NX_P46087,,NOP2,12,protein level,PE1,0
NX_Q14839,,CHD4,12,protein level,PE1,0
NX_Q9H1C0,,LPAR5,12,transcript level,PE2,1
NX_Q8NEB7,,ACRBP,12,protein level,PE1,0
NX_Q9UNL4,,ING4,12,protein level,PE1,0
NX_Q8TF68,,ZNF384,12,protein level,PE1,0
NX_Q8IYJ0,,PIANP,12,transcript level,PE2,1
NX_Q9UBW8,,COPS7A,12,protein level,PE1,0
NX_Q15773,,MLF2,12,protein level,PE1,0
NX_P20962,,PTMS,12,protein level,PE1,0
NX_P18627,,LAG3,12,protein level,PE1,0
NX_P01730,,CD4,12,protein level,PE1,0
NX_Q16538,,GPR162,12,transcript level,PE2,1
NX_Q8IVL6,,LEPREL2,12,protein level,PE1,0
NX_P16520,,GNB3,12,protein level,PE1,0
NX_Q99618,,CDCA3,12,protein level,PE1,0
NX_P45974,,USP5,12,protein level,PE1,0
NX_P60174,,TPI1,12,protein level,PE1,0
NX_Q99619,,SPSB2,12,protein level,PE1,0
NX_Q53EV4,,LRRC23,12,transcript level,PE2,1
NX_P09104,,ENO2,12,protein level,PE1,0
NX_P54259,,ATN1,12,protein level,PE1,0
NX_Q99622,,C12orf57,12,protein level,PE1,0
NX_P29350,,PTPN6,12,protein level,PE1,0
NX_Q99623,,PHB2,12,protein level,PE1,0
NX_Q92979,,EMG1,12,protein level,PE1,0
NX_Q6P1A2,,LPCAT3,12,protein level,PE1,0
NX_P09871,,C1S,12,protein level,PE1,0
NX_P00736,,C1R,12,protein level,PE1,0
NX_Q9NZP8,,C1RL,12,protein level,PE1,0
NX_P82980,,RBP5,12,protein level,PE1,0
NX_Q9BQT9,,CLSTN3,12,protein level,PE1,0
NX_P50542,,PEX5,12,protein level,PE1,0
NX_P0C7M7,,ACSM4,12,transcript level,PE2,1
NX_Q9NR16,,CD163L1,12,protein level,PE1,0
NX_Q86VB7,,CD163,12,protein level,PE1,0
NX_P41238,,APOBEC1,12,protein level,PE1,0
NX_Q9NR23,,GDF3,12,protein level,PE1,0
NX_Q6W0C5,,DPPA3,12,transcript level,PE2,1
NX_Q8WTT0,,CLEC4C,12,protein level,PE1,0
NX_Q7Z5D8,,NANOGNB,12,transcript level,PE2,1
NX_Q9H9S0,,NANOG,12,protein level,PE1,0
NX_Q8TDB8,,SLC2A14,12,transcript level,PE2,1
NX_Q8N7R0,,NANOGP1,12,uncertain,PE5,0
NX_P11169,,SLC2A3,12,protein level,PE1,0
NX_Q9P0K8,,FOXJ2,12,protein level,PE1,0
NX_Q16581,,C3AR1,12,protein level,PE1,0
NX_Q8NC96,,NECAP1,12,protein level,PE1,0
NX_Q9UMR7,,CLEC4A,12,protein level,PE1,0
NX_Q6ZN79,,ZNF705A,12,transcript level,PE2,1
NX_Q86YD7,,FAM90A1,12,transcript level,PE2,1
NX_Q6EIG7,,CLEC6A,12,transcript level,PE2,1
NX_Q8WXI8,,CLEC4D,12,protein level,PE1,0
NX_Q9ULY5,,CLEC4E,12,protein level,PE1,0
NX_Q9GZX7,,AICDA,12,protein level,PE1,0
NX_Q13361,,MFAP5,12,protein level,PE1,0
NX_Q9ULI2,,RIMKLB,12,protein level,PE1,0
NX_A8K2U0,,A2ML1,12,protein level,PE1,0
NX_P78364,,PHC1,12,protein level,PE1,0
NX_P20645,,M6PR,12,protein level,PE1,0
NX_Q96E93,,KLRG1,12,protein level,PE1,0
NX_Q8N6U2,,LINC00612,12,transcript level,PE2,1
NX_P01023,,A2M,12,protein level,PE1,0
NX_P20742,,PZP,12,protein level,PE1,0
NX_A8MPP1,,DDX11L8,12,homology,PE3,1
NX_Q92771,,DDX12P,12,uncertain,PE5,0
NX_Q6IE37,,OVOS1,12,transcript level,PE2,1
NX_Q12918,,KLRB1,12,protein level,PE1,0
NX_Q9UHP7,,CLEC2D,12,protein level,PE1,0
NX_Q8IZS7,,CLECL1,12,transcript level,PE2,1
NX_Q07108,,CD69,12,protein level,PE1,0
NX_Q9NZS2,,KLRF1,12,protein level,PE1,0
NX_Q92478,,CLEC2B,12,protein level,PE1,0
NX_D3W0D1,,KLRF2,12,protein level,PE1,0
NX_Q6UVW9,,CLEC2A,12,protein level,PE1,0
NX_Q5QGZ9,,CLEC12A,12,protein level,PE1,0
NX_Q9P126,,CLEC1B,12,protein level,PE1,0
NX_Q2HXU8,,CLEC12B,12,protein level,PE1,0
NX_Q6UXN8,,CLEC9A,12,protein level,PE1,0
NX_Q8NC01,,CLEC1A,12,transcript level,PE2,1
NX_Q9BXN2,,CLEC7A,12,protein level,PE1,0
NX_P78380,,OLR1,12,protein level,PE1,0
NX_Q4KMG9,,TMEM52B,12,transcript level,PE2,1
NX_Q9H0R8,,GABARAPL1,12,protein level,PE1,0
NX_Q13241,,KLRD1,12,protein level,PE1,0
NX_P26718,,KLRK1,12,protein level,PE1,0
NX_O43908,,KLRC4,12,transcript level,PE2,1
NX_Q07444,,KLRC3,12,transcript level,PE2,1
NX_P26717,,KLRC2,12,protein level,PE1,0
NX_P26715,,KLRC1,12,protein level,PE1,0
NX_Q2VIR3,,EIF2S3L,12,uncertain,PE5,0
NX_Q96A72,,MAGOHB,12,protein level,PE1,0
NX_Q6J9G0,,STYK1,12,transcript level,PE2,1
NX_P16989,,YBX3,12,protein level,PE1,0
NX_Q9NYW3,,TAS2R7,12,protein level,PE1,0
NX_Q9NYW2,,TAS2R8,12,protein level,PE1,0
NX_Q9NYW1,,TAS2R9,12,protein level,PE1,0
NX_Q16378,,PRR4,12,protein level,PE1,0
NX_Q9NYW0,,TAS2R10,12,protein level,PE1,0
NX_P02810,,PRH1,12,protein level,PE1,0
NX_Q9NYV9,,TAS2R13,12,protein level,PE1,0
NX_P02810,,PRH2,12,protein level,PE1,0
NX_Q9NYV8,,TAS2R14,12,protein level,PE1,0
NX_P59544,,TAS2R50,12,transcript level,PE2,1
NX_P59543,,TAS2R20,12,transcript level,PE2,1
NX_P59542,,TAS2R19,12,transcript level,PE2,1
NX_P59538,,TAS2R31,12,transcript level,PE2,1
NX_P59540,,TAS2R46,12,transcript level,PE2,1
NX_P59537,,TAS2R43,12,transcript level,PE2,1
NX_P59541,,TAS2R30,12,transcript level,PE2,1
NX_Q7RTR8,,TAS2R42,12,transcript level,PE2,1
NX_Q04118,,PRB3,12,protein level,PE1,0
NX_P10163,,PRB4,12,protein level,PE1,0
NX_P02812,,PRB2,12,protein level,PE1,0
NX_P04280,,PRB1,12,protein level,PE1,0
NX_P41212,,ETV6,12,protein level,PE1,0
NX_Q9BZR8,,BCL2L14,12,protein level,PE1,0
NX_O75581,,LRP6,12,protein level,PE1,0
NX_Q9H8J5,,MANSC1,12,protein level,PE1,0
NX_Q969J3,,LOH12CR1,12,protein level,PE1,0
NX_Q9BY84,,DUSP16,12,protein level,PE1,0
NX_O60519,,CREBL2,12,protein level,PE1,0
NX_Q15760,,GPR19,12,transcript level,PE2,1
NX_P46527,,CDKN1B,12,protein level,PE1,0
NX_Q96LR9,,APOLD1,12,transcript level,PE2,1
NX_Q9H0S4,,DDX47,12,protein level,PE1,0
NX_Q8NFJ5,,GPRC5A,12,protein level,PE1,0
NX_Q9NZD1,,GPRC5D,12,transcript level,PE2,1
NX_Q9NRV9,,HEBP1,12,protein level,PE1,0
NX_A2RU67,,KIAA1467,12,protein level,PE1,0
NX_Q2KHT4,,GSG1,12,transcript level,PE2,1
NX_P54849,,EMP1,12,protein level,PE1,0
NX_Q495D7,,C12orf36,12,transcript level,PE2,1
NX_Q13224,,GRIN2B,12,protein level,PE1,0
NX_Q6VMQ6,,ATF7IP,12,protein level,PE1,0
NX_Q6P4A8,,PLBD1,12,protein level,PE1,0
NX_P25092,,GUCY2C,12,protein level,PE1,0
NX_P62805,,HIST4H4,12,protein level,PE1,0
NX_Q9BTM1,,H2AFJ,12,protein level,PE1,0
NX_Q9Y2W2,,WBP11,12,protein level,PE1,0
NX_Q5U649,,C12orf60,12,protein level,PE1,0
NX_A2RU48,,SMCO3,12,protein level,PE1,0
NX_Q93070,,ART4,12,protein level,PE1,0
NX_P08493,,MGP,12,protein level,PE1,0
NX_Q96DN0,,ERP27,12,protein level,PE1,0
NX_P52566,,ARHGDIB,12,protein level,PE1,0
NX_Q13956,,PDE6H,12,transcript level,PE2,1
NX_Q96A58,,RERG,12,protein level,PE1,0
NX_Q16827,,PTPRO,12,protein level,PE1,0
NX_Q12929,,EPS8,12,protein level,PE1,0
NX_Q9Y3F4,,STRAP,12,protein level,PE1,0
NX_Q9Y315,,DERA,12,protein level,PE1,0
NX_A6NIM6,,SLC15A5,12,homology,PE3,1
NX_P10620,,MGST1,12,protein level,PE1,0
NX_Q8TAP4,,LMO3,12,transcript level,PE2,1
