Protein,Anchor,Gene,Chromosome,Source,Score
P0C6T2,1,ENSG00000228474,2,PICR,3
P0C7A2,0,ENSG00000182230,5,PICR,3
P0C7A2-2,0,ENSG00000182230,5,PICR,1
P0C7H8,1,ENSG00000262862,HSCHR17_4_CTG4,PICR,3
P0C7H9,0,null,8,UniProt,3
P0C7I0,0,null,8,UniProt,3
P0C7I6,0,ENSG00000183401,19,PICR,3
P0C7I6-2,0,ENSG00000183401,19,PICR,3
P0C7I6-3,0,ENSG00000183401,19,PICR,3
P0C7I6-4,0,ENSG00000183401,19,PICR,3
P0C7I6-5,0,ENSG00000183401,19,PICR,3
P0C7L1,1,ENSG00000229453,3,PICR,3
P0C7M3,0,ENSG00000229415,14,PICR,3
P0C7M4,1,ENSG00000267960,HG1442_PATCH,PICR,3
P0C7M6,0,ENSG00000229972,3,PICR,3
P0C7M7,1,ENSG00000215009,12,PICR,3
P0C7M8,0,ENSG00000236279,7,PICR,3
P0C7N1,0,null,11,UniProt,3
P0C7N5,0,null,11,UniProt,3
P0C7N8,0,null,11,UniProt,3
P0C7P0,1,ENSG00000230055,17,PICR,3
P0C7P1,0,ENSG00000244395,Y,PICR,3
P0C7P2,0,ENSG00000205853,22,PICR,2
P0C7P3,1,ENSG00000236320,17,PICR,3
P0C7P3-2,0,ENSG00000236320,17,PICR,3
P0C7Q2,1,ENSG00000254636,10,PICR,3
P0C7Q3,0,null,1,UniProt,3
P0C7Q5,0,null,18,UniProt,3
P0C7Q6,1,ENSG00000259224,17,PICR,3
P0C7T2,0,null,1,UniProt,3
P0C7T3,0,null,11,UniProt,3
P0C7T4,0,ENSG00000221887,18,PICR,3
P0C7T5,1,ENSG00000224470,16,PICR,3
P0C7T7,0,null,14,UniProt,3
P0C7T8,0,ENSG00000232070,14,PICR,3
P0C7U0,0,ENSG00000225968,7,PICR,3
P0C7U1,0,ENSG00000204147,10,PICR,3
P0C7U2,1,ENSG00000072444,10,PICR,3
P0C7U3,0,ENSG00000206077,5,PICR,3
P0C7U9,0,null,8,UniProt,3
P0C7V0,0,null,6,UniProt,3
P0C7V4,0,null,8,UniProt,3
P0C7V5,0,ENSG00000224689,19,PICR,3
P0C7V6,0,null,X,UniProt,3
P0C7V7,0,null,8,UniProt,3
P0C7V8,0,null,X,UniProt,3
P0C7V9,0,null,3,UniProt,3
P0C7W0,0,ENSG00000224383,17,PICR,3
P0C7W0-2,0,ENSG00000224383,17,PICR,3
P0C7W0-3,0,ENSG00000224383,17,PICR,3
P0C7W6,0,ENSG00000182645,10,PICR,3
P0C7W8,0,null,8,UniProt,3
P0C7W9,0,null,8,UniProt,3
P0C7X0,0,null,8,UniProt,3
P0C7X1,0,ENSG00000242384,17,PICR,3
P0C7X2,0,ENSG00000229809,16,PICR,3
P0C7X3,0,ENSG00000228695,16,Manual,3
P0C7X4,0,null,X,UniProt,3
P0C7X5,0,null,2,UniProt,3
P0C838,0,null,8,UniProt,3
P0C841,0,null,8,UniProt,3
P0C842,0,null,10,UniProt,3
P0C843,0,null,9,UniProt,3
P0C851,1,ENSG00000233670,17,PICR,3
P0C852,0,null,21,UniProt,3
P0C853,1,ENSG00000236939,8,PICR,3
P0C860,0,null,2,UniProt,3
P0C862,1,ENSG00000240654,13,PICR,3
P0C864,0,null,4,UniProt,3
P0C866,0,null,1,UniProt,3
P0C867,0,null,2,UniProt,3
P0C869,0,ENSG00000168970,15,PICR,3
P0C869-4,0,ENSG00000168970,15,PICR,3
P0C869-6,0,ENSG00000168970,15,PICR,3
P0C869-7,0,ENSG00000168970,15,PICR,3
P0C869-8,0,ENSG00000168970,15,PICR,3
P0C870,0,ENSG00000168970,15,PICR,3
P0C874,0,null,9,UniProt,3
P0C875,0,null,2,UniProt,3
P0C875-2,0,null,2,UniProt,3
P0C876,0,ENSG00000187699,2,PICR,1
P0C879,0,null,10,UniProt,3
P0C880,0,null,20,UniProt,3
P0C881,0,ENSG00000155026,7,PICR,3
P0C8F1,0,ENSG00000237353,11,PICR,3
P0CAP1,0,ENSG00000137878,15,PICR,3
P0CAP1-10,0,ENSG00000137878,15,PICR,3
P0CAP1-11,0,ENSG00000137878,15,PICR,3
P0CAP1-2,0,ENSG00000137878,15,PICR,3
P0CAP1-3,0,ENSG00000137878,15,PICR,3
P0CAP1-4,0,ENSG00000137878,15,PICR,3
P0CAP1-5,0,ENSG00000137878,15,PICR,3
P0CAP1-6,0,ENSG00000137878,15,PICR,3
P0CAP1-7,0,ENSG00000137878,15,PICR,3
P0CAP1-8,0,ENSG00000137878,15,PICR,3
P0CAP1-9,0,ENSG00000137878,15,PICR,3
P0CAP2,0,ENSG00000255529,15,PICR,3
P0CAP2-2,0,ENSG00000255529,15,PICR,3
P0CAP2-3,0,ENSG00000255529,15,PICR,3
P0CAT3,0,null,10,UniProt,3
P0CB33,0,null,7,UniProt,3
P0CB38,0,ENSG00000254535,4,PICR,3
P0CB43,0,ENSG00000230567,8,PICR,3
P0CB46,1,ENSG00000228146,16,PICR,3
P0CB47,0,null,11,UniProt,3
P0CB48,0,null,2,UniProt,3
P0CE67,1,ENSG00000237787,3,PICR,3
P0CE71,1,ENSG00000135175,7,PICR,3
P0CE72,1,ENSG00000122543,7,PICR,3
P0CF51,0,null,7,UniProt,3
P0CF75,0,null,10,UniProt,3
P0CF97,0,ENSG00000237765,4,PICR,3
P0CG00,1,ENSG00000267908,19,PICR,3
P0CG01,0,null,2,UniProt,3
P0CG08,1,ENSG00000264776,HG1287_PATCH,PICR,3
P0CG12,1,ENSG00000263203,16,PICR,3
P0CG13,0,ENSG00000168802,16,PICR,3
P0CG20,1,ENSG00000161992,16,PICR,3
P0CG21,1,ENSG00000257108,16,PICR,3
P0CG22,0,null,14,UniProt,3
P0CG23,1,ENSG00000236609,7,PICR,3
P0CG24,0,null,9,UniProt,3
P0CG29,0,ENSG00000099984,22,PICR,3
P0CG30,1,ENSG00000133433,22,PICR,3
P0CG31,0,ENSG00000249459,17,PICR,3
P0CG32,0,null,X,UniProt,3
P0CG33,1,ENSG00000140478,15,PICR,3
P0CG34,1,ENSG00000268368,HG1440_PATCH,PICR,3
P0CG35,0,ENSG00000268368,HG1440_PATCH,PICR,3
P0CG36,1,ENSG00000152093,2,PICR,3
P0CG37,1,ENSG00000136698,2,PICR,3
P0CG38,1,ENSG00000196834,2,PICR,3
P0CG39,1,ENSG00000222038,2,PICR,3
P0CG40,1,ENSG00000217236,2,PICR,3
P0CG41,1,ENSG00000244693,7,PICR,3
P0CG42,0,null,9,UniProt,3
P0CG43,0,ENSG00000228695,16,Manual,3
P0CG47,0,ENSG00000170315,17,PICR,3
P0CG48,0,ENSG00000150991,12,PICR,3
P0CH98,0,null,17,UniProt,3
P0CH99,1,ENSG00000215343,8,PICR,3
P0CI00,1,ENSG00000215356,8,PICR,3
P0CI01,0,null,7,UniProt,3
P0CI25,0,ENSG00000168930,11,PICR,3
P0CI26,0,ENSG00000204449,11,PICR,3
P0CJ68,1,ENSG00000256618,17,PICR,3
P0CJ69,0,null,5,UniProt,3
P0CJ70,1,ENSG00000256222,20,PICR,3
P0CJ71,1,ENSG00000232196,16,PICR,3
P0CJ72,1,ENSG00000249860,10,PICR,3
P0CJ73,1,ENSG00000261913,HG7_PATCH,PICR,3
P0CJ74,1,ENSG00000256892,10,PICR,3
P0CJ75,1,ENSG00000269028,3,PICR,3
P0CJ76,0,null,6,UniProt,3
P0CJ77,1,ENSG00000256045,X,PICR,3
P0CJ78,1,ENSG00000261221,19,PICR,3
P0CJ79,0,null,19,UniProt,3
P0CJ85,1,ENSG00000261784,HG1032_PATCH,PICR,3
P0CJ86,0,ENSG00000261784,HG1032_PATCH,PICR,3
P0CJ87,1,ENSG00000260665,HG1032_PATCH,PICR,3
P0CJ88,0,ENSG00000261784,HG1032_PATCH,PICR,3
P0CJ89,0,ENSG00000261784,HG1032_PATCH,PICR,3
P0CJ90,0,ENSG00000261784,HG1032_PATCH,PICR,3
P0CJ92,1,ENSG00000261794,15,PICR,3
P0CK96,1,ENSG00000189339,1,PICR,3
P0CK97,1,ENSG00000215790,1,PICR,3
P0CK97-2,0,ENSG00000215790,1,PICR,3
P0CL80,0,ENSG00000268468,HG1436_HG1432_PATCH,PICR,3
P0CL80-2,0,ENSG00000268468,HG1436_HG1432_PATCH,PICR,3
P0CL81,0,ENSG00000268468,HG1436_HG1432_PATCH,PICR,3
P0CL82,0,ENSG00000268468,HG1436_HG1432_PATCH,PICR,3
P0CL83,0,null,7,UniProt,3
P0CL84,0,ENSG00000174353,7,PICR,1
P0CL84-2,0,ENSG00000174353,7,PICR,1
P0CL85,0,ENSG00000174353,7,PICR,3
P0CL85-2,0,ENSG00000174353,7,PICR,3
P0CV98,0,ENSG00000236424,Y,PICR,3
P0CV99,0,ENSG00000233803,Y,PICR,3
P0CW00,0,ENSG00000233803,Y,PICR,3
P0CW01,0,ENSG00000233803,Y,PICR,3
P0CW18,0,null,2,UniProt,3
P0CW19,0,ENSG00000256977,2,PICR,3
P0CW20,0,ENSG00000256977,2,PICR,3
P0CW21,1,ENSG00000120664,13,PICR,3
P0CW22,0,ENSG00000182774,15,PICR,3
P0CW23,0,ENSG00000231824,18,PICR,3
P0CW24,0,ENSG00000224201,X,PICR,3
P0CW26,1,ENSG00000269109,HG1497_PATCH,PICR,3
P0CW27,1,ENSG00000255181,8,PICR,3
P0CZ20,0,ENSG00000269109,HG1497_PATCH,PICR,3
P0CZ25,1,ENSG00000250091,12,PICR,3
P0DH78,1,ENSG00000233198,9,PICR,3
P0DI80,1,ENSG00000259120,17,PICR,3
P0DI81,1,ENSG00000256060,19,PICR,3
P0DI81-2,0,ENSG00000256060,19,PICR,3
P0DI81-3,0,ENSG00000196459,X,PICR,3
P0DI82,0,ENSG00000256060,19,PICR,3
P0DI83,0,null,17,UniProt,3
P0DJ07,0,ENSG00000229833,19,PICR,3
P0DJ93,1,ENSG00000224531,6,PICR,3
P0DJD0,0,ENSG00000187627,2,PICR,3
P0DJD1,0,ENSG00000185304,2,PICR,3
P0DJD3,0,ENSG00000234414,Y,PICR,3
P0DJD3-2,0,ENSG00000234414,Y,PICR,3
P0DJD3-3,0,ENSG00000234414,Y,PICR,3
P0DJD4,0,null,Y,UniProt,3
P0DJD7,0,ENSG00000229183,11,PICR,3
P0DJD8,0,ENSG00000229859,11,PICR,3
P0DJD9,0,ENSG00000229183,11,PICR,3
P0DJG4,1,ENSG00000249693,4,PICR,3
P0DJH9,1,ENSG00000227729,14,PICR,3
P0DJI8,0,ENSG00000173432,11,PICR,2
P0DJI9,0,ENSG00000134339,11,PICR,3
P0DJI9-2,0,ENSG00000134339,11,PICR,3
P0DJJ0,0,null,1,UniProt,3
P0DJR0,0,null,4,UniProt,3
P0DKB5,0,null,11,UniProt,3
P0DKB6,0,null,X,UniProt,3
P0DKL9,1,ENSG00000268223,5,PICR,3
P0DKV0,0,null,9,UniProt,3
P0DKV0-2,0,null,9,UniProt,3
P0DKX0,0,ENSG00000269067,19,PICR,3
P0DKX4,1,ENSG00000253457,8,PICR,3
P0DL12,0,ENSG00000268182,19,PICR,3
P10070,0,ENSG00000074047,2,PICR,3
P10070-1,0,ENSG00000074047,2,PICR,1
P10070-2,0,ENSG00000074047,2,PICR,1
P10070-3,0,ENSG00000074047,2,PICR,3
P10070-4,0,ENSG00000074047,2,PICR,1
P10071,0,ENSG00000106571,7,PICR,3
P10072,0,ENSG00000181666,19,PICR,3
P10072-2,0,ENSG00000181666,19,PICR,3
P10073,1,ENSG00000182318,19,PICR,3
P10074,0,ENSG00000204859,1,PICR,3
P10075,0,ENSG00000250571,8,PICR,3
P10082,1,ENSG00000131096,17,PICR,3
P10082-2,0,ENSG00000131096,17,PICR,3
P10092,0,ENSG00000175868,11,PICR,3
P10109,1,ENSG00000137714,11,PICR,3
P10114,0,ENSG00000125249,13,PICR,3
P10124,1,ENSG00000122862,10,PICR,3
P10144,0,ENSG00000100453,14,PICR,3
P10145,0,ENSG00000169429,4,PICR,3
P10145-2,0,ENSG00000169429,4,PICR,3
P10147,1,ENSG00000006075,17,PICR,3
P10153,1,ENSG00000169385,14,PICR,3
P10155,0,ENSG00000116747,1,PICR,3
P10155-2,0,ENSG00000116747,1,PICR,3
P10155-3,0,ENSG00000116747,1,PICR,3
P10155-4,0,ENSG00000116747,1,PICR,3
P10163,0,ENSG00000230657,12,PICR,3
P10176,1,ENSG00000176340,11,PICR,3
P10242,0,ENSG00000118513,6,PICR,3
P10242-2,0,ENSG00000118513,6,PICR,3
P10242-3,0,ENSG00000118513,6,PICR,3
P10242-4,0,ENSG00000118513,6,PICR,3
P10242-5,0,ENSG00000118513,6,PICR,3
P10242-6,0,ENSG00000118513,6,PICR,3
P10242-7,0,ENSG00000118513,6,PICR,3
P10243,0,ENSG00000185697,8,PICR,3
P10243-2,0,ENSG00000185697,8,PICR,3
P10244,0,ENSG00000101057,20,PICR,3
P10253,0,ENSG00000171298,17,PICR,3
P10265,0,null,5,UniProt,3
P10266,0,null,5,UniProt,3
P10275,0,ENSG00000169083,X,PICR,3
P10275-2,0,ENSG00000169083,X,PICR,3
P10276,0,ENSG00000131759,17,PICR,3
P10276-2,0,ENSG00000131759,17,PICR,3
P10276-3,0,ENSG00000131759,17,PICR,3
P10301,1,ENSG00000126458,19,PICR,3
P10314,0,ENSG00000223980,HSCHR6_MHC_SSTO,PICR,3
P10316,0,ENSG00000235657,HSCHR6_MHC_DBB,PICR,2
P10319,0,ENSG00000224608,HSCHR6_MHC_MANN,PICR,2
P10321,1,ENSG00000233841,HSCHR6_MHC_COX,PICR,3
P10323,0,ENSG00000100312,22,PICR,3
P10398,0,ENSG00000078061,X,PICR,3
P10398-2,0,ENSG00000078061,X,PICR,3
P10412,1,ENSG00000168298,6,PICR,3
P10415,0,ENSG00000171791,18,PICR,3
P10415-2,0,ENSG00000171791,18,PICR,3
P10451,0,ENSG00000118785,4,PICR,3
P10451-2,0,ENSG00000118785,4,PICR,3
P10451-3,0,ENSG00000118785,4,PICR,3
P10451-4,0,ENSG00000118785,4,PICR,3
P10451-5,0,ENSG00000118785,4,PICR,3
P10515,0,ENSG00000263032,HG388_HG400_PATCH,PICR,3
P10523,0,ENSG00000130561,2,PICR,3
P10586,0,ENSG00000142949,1,PICR,3
P10586-2,0,ENSG00000142949,1,PICR,3
P10588,0,ENSG00000160113,19,PICR,3
P10589,1,ENSG00000175745,5,PICR,3
P10599,1,ENSG00000136810,9,PICR,3
P10599-2,0,ENSG00000136810,9,PICR,3
P10600,1,ENSG00000119699,14,PICR,3
P10606,1,ENSG00000135940,2,PICR,3
P10619,1,ENSG00000064601,20,PICR,3
P10620,0,ENSG00000008394,12,PICR,3
P10620-2,0,ENSG00000008394,12,PICR,3
P10632,0,ENSG00000138115,10,PICR,3
P10632-2,0,ENSG00000138115,10,PICR,3
P10635,0,ENSG00000100197,22,PICR,2
P10635-2,0,ENSG00000100197,22,PICR,2
P10636,0,ENSG00000186868,17,PICR,3
P10636-2,1,ENSG00000257437,HSCHR17_1,PICR,3
P10636-3,0,ENSG00000257437,HSCHR17_1,PICR,3
P10636-4,0,ENSG00000186868,17,PICR,3
P10636-5,0,ENSG00000257437,HSCHR17_1,PICR,3
P10636-6,0,ENSG00000257437,HSCHR17_1,PICR,3
P10636-7,0,ENSG00000257437,HSCHR17_1,PICR,3
P10636-8,0,ENSG00000186868,17,PICR,3
P10636-9,0,ENSG00000186868,17,PICR,3
P10643,1,ENSG00000112936,5,PICR,3
P10644,0,ENSG00000108946,17,PICR,3
P10645,0,ENSG00000100604,14,PICR,3
P10646,0,ENSG00000003436,2,PICR,3
P10646-2,0,ENSG00000003436,2,PICR,3
P10696,1,ENSG00000163286,2,PICR,3
P10720,1,ENSG00000109272,4,PICR,3
P10721,1,ENSG00000157404,4,PICR,3
P10721-2,0,ENSG00000157404,4,PICR,3
P10721-3,0,ENSG00000157404,4,PICR,3
P10745,1,ENSG00000265203,HG1211_PATCH,PICR,3
P10746,1,ENSG00000188690,10,PICR,3
P10747,1,ENSG00000178562,2,PICR,3
P10747-2,0,ENSG00000178562,2,PICR,3
P10747-3,0,ENSG00000178562,2,PICR,3
P10747-4,0,ENSG00000178562,2,PICR,3
P10747-5,0,ENSG00000178562,2,PICR,3
P10747-6,0,ENSG00000178562,2,PICR,3
P10767,0,ENSG00000111241,12,PICR,3
P10768,0,ENSG00000139684,13,PICR,3
P10809,0,ENSG00000144381,2,PICR,3
P10826,0,ENSG00000077092,3,PICR,3
P10826-2,0,ENSG00000077092,3,PICR,3
P10826-3,0,ENSG00000077092,3,PICR,3
P10827,0,ENSG00000126351,17,PICR,3
P10827-2,0,ENSG00000126351,17,PICR,3
P10827-3,0,ENSG00000126351,17,PICR,3
P10827-4,0,ENSG00000126351,17,PICR,3
P10828,0,ENSG00000151090,3,PICR,3
P10828-2,0,ENSG00000151090,3,PICR,3
P10909,0,ENSG00000120885,8,PICR,3
P10909-2,0,ENSG00000120885,8,PICR,3
P10909-3,0,ENSG00000120885,8,PICR,3
P10909-4,0,ENSG00000120885,8,PICR,3
P10909-5,0,ENSG00000120885,8,PICR,3
P10911,0,ENSG00000101977,X,PICR,3
P10911-2,0,ENSG00000101977,X,PICR,3
P10911-3,0,ENSG00000101977,X,PICR,3
P10911-4,0,ENSG00000101977,X,PICR,3
P10911-5,0,ENSG00000101977,X,PICR,3
P10911-6,0,ENSG00000101977,X,PICR,3
P10912,0,ENSG00000112964,5,PICR,3
P10912-2,0,ENSG00000112964,5,PICR,3
P10912-3,0,ENSG00000112964,5,PICR,3
P10912-4,0,ENSG00000112964,5,PICR,3
P10914,0,ENSG00000125347,5,PICR,3
P10915,0,ENSG00000145681,5,PICR,3
P10916,0,ENSG00000111245,12,PICR,3
P10966,0,ENSG00000172116,2,PICR,3
P10966-2,0,ENSG00000172116,2,PICR,3
P10966-3,0,ENSG00000172116,2,PICR,3
P10966-4,0,ENSG00000172116,2,PICR,3
P10966-6,0,ENSG00000172116,2,PICR,3
P10966-7,0,ENSG00000172116,2,PICR,3
P10966-8,0,ENSG00000172116,2,PICR,3
P10966-9,0,ENSG00000172116,2,PICR,3
P10997,0,ENSG00000121351,12,PICR,3
P11021,1,ENSG00000044574,9,PICR,3
P11047,1,ENSG00000135862,1,PICR,3
P11049,0,ENSG00000104894,19,PICR,3
P11055,1,ENSG00000109063,17,PICR,3
P11086,0,ENSG00000141744,17,PICR,3
P11117,0,ENSG00000134575,11,PICR,3
P11117-2,0,ENSG00000134575,11,PICR,3
P11137,0,ENSG00000078018,2,PICR,3
P11137-2,0,ENSG00000078018,2,PICR,3
P11137-3,0,ENSG00000078018,2,PICR,3
P11137-4,0,ENSG00000078018,2,PICR,3
P11142,0,ENSG00000109971,11,PICR,3
P11142-2,0,ENSG00000109971,11,PICR,3
P11150,0,ENSG00000166035,15,PICR,3
P11161,1,ENSG00000122877,10,PICR,3
P11161-2,0,ENSG00000122877,10,PICR,3
P11166,0,ENSG00000117394,1,PICR,3
P11168,0,ENSG00000163581,3,PICR,3
P11169,0,ENSG00000059804,12,PICR,3
P11171,0,ENSG00000159023,1,PICR,3
P11171-2,0,ENSG00000159023,1,PICR,3
P11171-3,0,ENSG00000159023,1,PICR,3
P11171-4,0,ENSG00000159023,1,PICR,3
P11171-5,0,ENSG00000159023,1,PICR,3
P11171-6,0,ENSG00000159023,1,PICR,3
P11171-7,0,ENSG00000159023,1,PICR,3
P11172,0,ENSG00000114491,3,PICR,3
P11172-2,0,ENSG00000114491,3,PICR,3
P11177,0,ENSG00000168291,3,PICR,3
P11177-2,0,ENSG00000168291,3,PICR,3
P11177-3,0,ENSG00000168291,3,PICR,3
P11182,1,ENSG00000137992,1,PICR,2
P11215,0,ENSG00000169896,16,PICR,3
P11216,0,ENSG00000100994,20,PICR,3
P11217,1,ENSG00000068976,11,PICR,3
P11217-2,0,ENSG00000068976,11,PICR,3
P11226,1,ENSG00000165471,10,PICR,3
P11229,0,ENSG00000168539,11,PICR,3
P11230,0,ENSG00000170175,17,PICR,3
P11233,0,ENSG00000006451,7,PICR,3
P11234,0,ENSG00000144118,2,PICR,3
P11245,0,ENSG00000156006,8,PICR,2
P11274,0,ENSG00000186716,22,PICR,3
P11274-2,0,ENSG00000186716,22,PICR,3
P11277,0,ENSG00000070182,14,PICR,3
P11277-2,0,ENSG00000070182,14,PICR,3
P11277-3,0,ENSG00000070182,14,PICR,3
P11279,0,ENSG00000185896,13,PICR,3
P11308,0,ENSG00000157554,21,PICR,3
P11308-1,0,ENSG00000157554,21,PICR,3
P11308-2,0,ENSG00000157554,21,PICR,3
P11308-4,0,ENSG00000157554,21,PICR,3
P11308-5,0,ENSG00000157554,21,PICR,3
P11308-6,0,ENSG00000157554,21,PICR,3
P11309,1,ENSG00000137193,6,PICR,3
P11309-2,0,ENSG00000137193,6,PICR,3
P11310,0,ENSG00000117054,1,PICR,3
P11310-2,0,ENSG00000117054,1,PICR,3
P11362,0,ENSG00000077782,8,PICR,3
P11362-10,0,ENSG00000077782,8,PICR,3
P11362-11,0,ENSG00000077782,8,PICR,3
P11362-12,0,ENSG00000077782,8,PICR,3
P11362-13,0,ENSG00000077782,8,PICR,3
P11362-14,0,ENSG00000077782,8,PICR,3
P11362-15,0,ENSG00000077782,8,PICR,3
P11362-16,0,ENSG00000077782,8,PICR,1
P11362-17,0,ENSG00000077782,8,PICR,3
P11362-18,0,ENSG00000077782,8,PICR,3
P11362-19,0,ENSG00000077782,8,PICR,3
P11362-2,0,ENSG00000077782,8,PICR,3
P11362-20,0,ENSG00000077782,8,PICR,3
P11362-21,0,ENSG00000077782,8,PICR,3
P11362-3,0,ENSG00000077782,8,PICR,3
P11362-4,0,ENSG00000077782,8,PICR,1
P11362-5,0,ENSG00000077782,8,PICR,3
P11362-6,0,ENSG00000077782,8,PICR,3
P11362-7,0,ENSG00000077782,8,PICR,3
P11362-8,0,ENSG00000077782,8,PICR,1
P11362-9,0,ENSG00000077782,8,PICR,1
P11387,1,ENSG00000198900,20,PICR,3
P11388,0,ENSG00000131747,17,PICR,3
P11388-2,0,ENSG00000131747,17,PICR,3
P11388-3,0,ENSG00000131747,17,PICR,3
P11388-4,0,ENSG00000131747,17,PICR,3
P11413,0,ENSG00000269087,HG1497_PATCH,PICR,3
P11413-2,0,ENSG00000269087,HG1497_PATCH,PICR,3
P11413-3,0,ENSG00000269087,HG1497_PATCH,PICR,3
P11441,0,ENSG00000269715,HG1497_PATCH,PICR,3
P11464,0,ENSG00000231924,19,PICR,3
P11464-2,0,ENSG00000231924,19,PICR,3
P11464-3,0,ENSG00000231924,19,PICR,3
P11464-4,0,ENSG00000231924,19,PICR,3
P11465,0,ENSG00000242221,19,PICR,3
P11473,0,ENSG00000111424,12,PICR,3
P11474,0,ENSG00000173153,11,PICR,3
P11474-2,0,ENSG00000173153,11,PICR,3
P11487,1,ENSG00000261155,HG536_PATCH,PICR,3
P11488,0,ENSG00000114349,3,PICR,3
P11498,0,ENSG00000173599,11,PICR,3
P11509,0,ENSG00000255974,19,PICR,3
P11511,0,ENSG00000137869,15,PICR,3
P11532,0,ENSG00000198947,X,PICR,3
P11532-10,0,ENSG00000198947,X,PICR,3
P11532-2,0,ENSG00000198947,X,PICR,3
P11532-3,0,ENSG00000198947,X,PICR,3
P11532-4,0,ENSG00000198947,X,PICR,3
P11532-5,0,ENSG00000198947,X,PICR,3
P11532-6,0,ENSG00000198947,X,PICR,3
P11532-7,0,ENSG00000198947,X,PICR,3
P11532-8,0,ENSG00000198947,X,PICR,3
P11532-9,0,ENSG00000198947,X,PICR,3
P11586,0,ENSG00000100714,14,PICR,2
P11597,0,ENSG00000087237,16,PICR,3
P11597-2,0,ENSG00000087237,16,PICR,3
P11678,1,ENSG00000121053,17,PICR,3
P11684,0,ENSG00000149021,11,PICR,3
P11686,0,ENSG00000168484,8,PICR,2
P11686-2,0,ENSG00000168484,8,PICR,2
P11712,1,ENSG00000138109,10,PICR,3
P11717,1,ENSG00000197081,6,PICR,3
P11766,0,ENSG00000197894,4,PICR,3
P11801,0,ENSG00000159792,16,PICR,3
P11802,0,ENSG00000135446,12,PICR,3
P11831,0,ENSG00000112658,6,PICR,3
P11836,0,ENSG00000156738,11,PICR,3
P11844,1,ENSG00000168582,2,PICR,3
P11908,0,ENSG00000101911,X,PICR,3
P11908-2,0,ENSG00000101911,X,PICR,3
P11912,0,ENSG00000105369,19,PICR,3
P11912-2,0,ENSG00000105369,19,PICR,3
P11926,0,ENSG00000115758,2,PICR,3
P11940,0,ENSG00000070756,8,PICR,3
P11940-2,0,ENSG00000070756,8,PICR,3
P12004,1,ENSG00000132646,20,PICR,3
P12018,0,ENSG00000169575,22,PICR,3
P12034,0,ENSG00000138675,4,PICR,3
P12034-2,0,ENSG00000138675,4,PICR,3
P12035,0,ENSG00000186442,12,PICR,3
P12036,1,ENSG00000100285,22,PICR,2
P12036-2,0,ENSG00000100285,22,PICR,2
P12074,1,ENSG00000111775,12,PICR,3
P12081,0,ENSG00000170445,5,PICR,3
P12081-2,0,ENSG00000170445,5,PICR,3
P12104,1,ENSG00000145384,4,PICR,2
P12107,0,ENSG00000060718,1,PICR,3
P12107-2,0,ENSG00000060718,1,PICR,3
P12107-3,0,ENSG00000060718,1,PICR,3
P12107-4,0,ENSG00000060718,1,PICR,3
P12109,1,ENSG00000142156,21,PICR,3
P12110,0,ENSG00000142173,21,PICR,3
P12110-2,0,ENSG00000142173,21,PICR,3
P12110-3,0,ENSG00000142173,21,PICR,3
P12111,0,ENSG00000163359,2,PICR,3
P12111-2,0,ENSG00000163359,2,PICR,3
P12111-3,0,ENSG00000163359,2,PICR,3
P12111-4,0,ENSG00000163359,2,PICR,3
P12235,1,ENSG00000151729,4,PICR,3
P12236,0,ENSG00000169100,X,PICR,3
P12259,0,ENSG00000198734,1,PICR,2
P12268,0,ENSG00000178035,3,PICR,3
P12270,1,ENSG00000047410,1,PICR,3
P12271,0,ENSG00000140522,15,PICR,3
P12272,0,ENSG00000087494,12,PICR,3
P12272-2,0,ENSG00000087494,12,PICR,3
P12272-3,0,ENSG00000087494,12,PICR,3
P12273,1,ENSG00000159763,7,PICR,3
P12277,0,ENSG00000166165,14,PICR,3
P12314,0,ENSG00000266332,HG1287_PATCH,PICR,3
P12314-2,0,ENSG00000266332,HG1287_PATCH,PICR,3
P12318,0,ENSG00000143226,1,PICR,3
P12318-2,0,ENSG00000143226,1,PICR,3
P12319,0,ENSG00000179639,1,PICR,3
P12429,0,ENSG00000138772,4,PICR,3
P12524,0,ENSG00000116990,1,PICR,3
P12524-2,0,ENSG00000116990,1,PICR,3
P12525,0,null,X,UniProt,3
P12532,0,ENSG00000237289,15,PICR,3
P12532-2,0,ENSG00000237289,15,PICR,1
P12544,1,ENSG00000145649,5,PICR,3
P12544-2,0,ENSG00000145649,5,PICR,3
P12643,1,ENSG00000125845,20,PICR,3
P12644,0,ENSG00000125378,14,PICR,3
P12645,1,ENSG00000152785,4,PICR,3
P12694,0,ENSG00000248098,19,PICR,3
P12724,1,ENSG00000169397,14,PICR,3
P12755,1,ENSG00000157933,1,PICR,3
P12757,0,ENSG00000136603,3,PICR,3
P12757-2,0,ENSG00000136603,3,PICR,3
P12757-3,0,ENSG00000136603,3,PICR,3
P12757-4,0,ENSG00000136603,3,PICR,3
P12757-5,0,ENSG00000136603,3,PICR,3
P12814,0,ENSG00000072110,14,PICR,3
P12814-2,0,ENSG00000072110,14,PICR,3
P12814-3,0,ENSG00000072110,14,PICR,3
P12821,0,ENSG00000159640,17,PICR,3
P12821-2,0,ENSG00000159640,17,PICR,3
P12821-3,0,ENSG00000159640,17,PICR,3
P12821-4,0,ENSG00000159640,17,PICR,3
P12829,0,ENSG00000198336,17,PICR,3
